utc_ts,experiment,epoch,train_loss,train_acc,val_loss,val_acc,num_parameters,mutation_applied_yet,critic_score
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,0,1.395622,0.493180,1.139937,0.600400,620810,False,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,1,1.027348,0.636860,0.870881,0.695800,620810,False,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,2,0.893164,0.684080,0.915498,0.682900,620810,False,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,3,0.819730,0.711880,0.751840,0.735600,620810,False,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,4,0.761786,0.733220,0.757946,0.740000,620810,False,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,5,0.725678,0.746740,0.689461,0.761200,620810,False,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,6,0.685657,0.757660,0.679309,0.761900,620810,False,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,7,0.666005,0.767040,0.735378,0.750500,620810,False,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,8,0.648023,0.773280,0.628326,0.785400,620810,False,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,9,0.620039,0.781140,0.629780,0.780600,620810,False,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,10,0.607811,0.786860,0.582950,0.799100,686698,True,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,11,0.594110,0.790960,0.584089,0.797100,686698,True,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,12,0.572657,0.798020,0.576563,0.804700,686698,True,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,13,0.565488,0.801540,0.565338,0.806600,686698,True,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,14,0.549958,0.807760,0.617483,0.791800,686698,True,
20260404T000539Z,cgse_phase2_cifar_full_mutate_seed41,15,0.540046,0.810500,0.564029,0.806900,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,0,1.395622,0.493180,1.139937,0.600400,620810,False,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,1,1.027348,0.636860,0.870881,0.695800,620810,False,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,2,0.893164,0.684080,0.915498,0.682900,620810,False,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,3,0.819730,0.711880,0.751840,0.735600,620810,False,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,4,0.761786,0.733220,0.757946,0.740000,620810,False,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,5,0.725678,0.746740,0.689461,0.761200,620810,False,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,6,0.685657,0.757660,0.679309,0.761900,620810,False,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,7,0.666005,0.767040,0.735378,0.750500,620810,False,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,8,0.648023,0.773280,0.628326,0.785400,620810,False,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,9,0.620039,0.781140,0.629780,0.780600,620810,False,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,10,0.607811,0.786860,0.582950,0.799100,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,11,0.594110,0.790960,0.584089,0.797100,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,12,0.572657,0.798020,0.576563,0.804700,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,13,0.565488,0.801540,0.565338,0.806600,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,14,0.549958,0.807760,0.617483,0.791800,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,15,0.540046,0.810500,0.564029,0.806900,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,16,0.532102,0.815180,0.571092,0.804600,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,17,0.518418,0.819020,0.567819,0.811400,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,18,0.517656,0.820500,0.688023,0.765000,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,19,0.499845,0.824100,0.589668,0.803200,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,20,0.494214,0.825720,0.546819,0.813500,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,21,0.488966,0.828840,0.516909,0.821900,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,22,0.482168,0.832840,0.499813,0.832300,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,23,0.479896,0.832860,0.587024,0.802500,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,24,0.468297,0.837580,0.509105,0.824700,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,25,0.462712,0.838340,0.508943,0.829700,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,26,0.457803,0.838900,0.520521,0.825200,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,27,0.448166,0.843580,0.536699,0.816000,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,28,0.447133,0.844400,0.542141,0.818100,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,29,0.445890,0.843300,0.546357,0.813500,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,30,0.439697,0.846240,0.492598,0.830400,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,31,0.434463,0.848820,0.505305,0.822900,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,32,0.435047,0.847580,0.497259,0.833400,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,33,0.423311,0.852000,0.504282,0.825100,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,34,0.425719,0.850440,0.502471,0.826100,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,35,0.423919,0.851360,0.503596,0.825500,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,36,0.420098,0.854040,0.489292,0.828900,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,37,0.414768,0.854620,0.557563,0.810900,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,38,0.415763,0.853460,0.524275,0.829400,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,39,0.406194,0.856620,0.507578,0.831700,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,40,0.405720,0.859220,0.497540,0.830000,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,41,0.400320,0.859180,0.477846,0.836200,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,42,0.403210,0.859940,0.516232,0.826500,686698,True,
20260404T024412Z,cgse_phase2_cifar_full_mutate_seed41,43,0.393471,0.862940,0.508301,0.830500,686698,True,
