utc_ts,experiment,epoch,train_loss,train_acc,val_loss,val_acc,num_parameters,mutation_applied_yet,critic_score
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,0,2.512263,0.539360,1.040093,0.663900,620810,False,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,1,1.428612,0.675440,0.885476,0.714300,620810,False,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,2,1.140394,0.716440,0.732373,0.755300,620810,False,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,3,0.963979,0.747820,0.762851,0.745300,620810,False,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,4,0.871571,0.764420,0.746533,0.757300,620810,False,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,5,0.802639,0.776640,0.655348,0.786000,620810,False,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,6,0.747347,0.786900,0.656686,0.788000,620810,False,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,7,0.707998,0.794880,0.586234,0.806100,620810,False,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,8,0.674702,0.802660,0.576069,0.806500,620810,False,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,9,0.645595,0.809960,0.556357,0.813700,620810,False,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,10,0.623551,0.815320,0.555670,0.816800,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,11,0.611277,0.815460,0.543960,0.818000,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,12,0.587365,0.820100,0.605476,0.799300,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,13,0.569431,0.824660,0.565055,0.811900,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,14,0.557324,0.827040,0.534963,0.817700,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,15,0.548838,0.828020,0.586753,0.807500,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,16,0.534460,0.834120,0.498907,0.837300,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,17,0.520128,0.835760,0.510513,0.829300,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,18,0.510744,0.837620,0.503243,0.831300,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,19,0.502725,0.840460,0.497195,0.834100,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,20,0.492218,0.842100,0.516877,0.829400,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,21,0.485883,0.842740,0.477965,0.839400,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,22,0.478828,0.846200,0.501391,0.831500,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,23,0.473383,0.845680,0.536572,0.822700,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,24,0.463488,0.848220,0.492848,0.836900,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,25,0.454273,0.847740,0.461665,0.845600,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,26,0.451476,0.850440,0.501382,0.832100,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,27,0.449340,0.849620,0.545310,0.826700,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,28,0.435781,0.852200,0.484035,0.837700,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,29,0.434322,0.852080,0.479830,0.839600,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,30,0.429289,0.853260,0.481396,0.839800,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,31,0.425590,0.854160,0.474106,0.841900,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,32,0.422548,0.854620,0.477210,0.839100,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,33,0.425088,0.853000,0.473669,0.844300,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,34,0.414483,0.855880,0.479443,0.840700,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,35,0.409648,0.857000,0.470793,0.844700,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,36,0.408416,0.856400,0.488304,0.839800,686698,True,
20260404T084555Z,baseline_sear_ch_teacher_mutate_seed42,37,0.403287,0.855660,0.455232,0.848400,686698,True,
