utc_ts,experiment,epoch,train_loss,train_acc,val_loss,val_acc,num_parameters,mutation_applied_yet,critic_score,optimizer,lr,epoch_seconds,wall_seconds,train_steps,teacher_forwards
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,29,0.344682,0.920200,0.346145,0.893300,272474,False,,sgd,0.01000000,59.055964,1816.134740,11730,2940
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,30,0.335320,0.922880,0.335564,0.896700,272474,False,,sgd,0.01000000,59.070069,1875.210087,12121,3038
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,31,0.330296,0.924900,0.343581,0.893600,272474,False,,sgd,0.01000000,58.537801,1933.750615,12512,3136
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,32,0.320415,0.927260,0.353396,0.893600,272474,False,,sgd,0.01000000,58.686202,1992.438815,12903,3234
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,33,0.313928,0.928900,0.359785,0.893800,272474,False,,sgd,0.01000000,58.840482,2051.281703,13294,3332
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,34,0.303814,0.932540,0.335043,0.896500,272474,False,,sgd,0.01000000,58.547872,2109.831476,13685,3430
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,35,0.301393,0.932340,0.327912,0.899100,272474,False,,sgd,0.01000000,58.623711,2168.457488,14076,3528
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,36,0.293534,0.935020,0.325913,0.900200,272474,False,,sgd,0.01000000,58.358828,2226.818230,14467,3626
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,37,0.288754,0.934960,0.344284,0.897400,272474,False,,sgd,0.01000000,58.646560,2285.466970,14858,3724
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,38,0.287831,0.936360,0.323481,0.898900,272474,False,,sgd,0.01000000,58.848261,2344.317412,15249,3822
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,39,0.286817,0.936660,0.333597,0.898000,272474,False,,sgd,0.00100000,58.916975,2403.237209,15640,3920
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,40,0.247597,0.947200,0.302902,0.905200,272474,False,,sgd,0.00100000,57.973553,2461.212778,16031,4018
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,41,0.236476,0.950280,0.295566,0.906100,272474,False,,sgd,0.00100000,58.292340,2519.507444,16422,4116
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,42,0.229220,0.951760,0.294083,0.907200,272474,False,,sgd,0.00100000,58.545073,2578.054911,16813,4214
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,43,0.228353,0.953380,0.297225,0.907500,272474,False,,sgd,0.00100000,58.324971,2636.382207,17204,4312
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,44,0.226643,0.953220,0.298178,0.907600,272474,False,,sgd,0.00100000,58.252585,2694.637157,17595,4410
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,45,0.223455,0.954780,0.294011,0.908400,272474,False,,sgd,0.00100000,58.423441,2753.062812,17986,4508
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,46,0.220960,0.954040,0.293550,0.909400,272474,False,,sgd,0.00100000,58.431639,2811.497698,18377,4606
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,47,0.218621,0.954620,0.290423,0.909000,272474,False,,sgd,0.00100000,58.439481,2869.939352,18768,4704
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,48,0.216768,0.955080,0.292098,0.909900,272474,False,,sgd,0.00100000,58.342910,2928.284926,19159,4802
20260420T083856Z,tier2_student_resnet20_cifar10_kd_budgeted_seed42,49,0.214995,0.955660,0.292591,0.910300,272474,False,,sgd,0.00100000,59.060716,2987.347974,19550,4900
