utc_ts,experiment,epoch,train_loss,train_acc,val_loss,val_acc,num_parameters,mutation_applied_yet,critic_score,optimizer,lr,epoch_seconds,wall_seconds,train_steps,teacher_forwards
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,36,0.195094,0.933180,0.324327,0.892600,272474,False,,sgd,0.01000000,58.734795,2206.171821,14467,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,37,0.192875,0.933160,0.321054,0.897000,272474,False,,sgd,0.01000000,57.695190,2263.869589,14858,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,38,0.189511,0.934060,0.316241,0.897800,272474,False,,sgd,0.01000000,57.592617,2321.465015,15249,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,39,0.183650,0.936560,0.325548,0.895000,272474,False,,sgd,0.00100000,57.389562,2378.857598,15640,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,40,0.153951,0.948100,0.285412,0.908600,272474,False,,sgd,0.00100000,58.285188,2437.144970,16031,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,41,0.140270,0.953780,0.283519,0.911800,272474,False,,sgd,0.00100000,57.430501,2494.577260,16422,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,42,0.134332,0.955560,0.283499,0.910000,272474,False,,sgd,0.00100000,57.612151,2552.192145,16813,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,43,0.132359,0.955820,0.281794,0.908600,272474,False,,sgd,0.00100000,57.456889,2609.650804,17204,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,44,0.130813,0.957000,0.283325,0.909200,272474,False,,sgd,0.00100000,57.457602,2667.110931,17595,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,45,0.127835,0.957740,0.285526,0.910900,272474,False,,sgd,0.00100000,57.253813,2724.366707,17986,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,46,0.126698,0.957860,0.284734,0.910000,272474,False,,sgd,0.00100000,57.460429,2781.829618,18377,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,47,0.126779,0.958620,0.282129,0.909700,272474,False,,sgd,0.00100000,57.629857,2839.461751,18768,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,48,0.123152,0.960060,0.283579,0.910000,272474,False,,sgd,0.00100000,57.390092,2896.853429,19159,0
20260420T163750Z,tier2_student_resnet20_cifar10_ce_seed42,49,0.121594,0.959340,0.284146,0.911000,272474,False,,sgd,0.00100000,57.247421,2954.102731,19550,0
