utc_ts,experiment,epoch,train_loss,train_acc,val_loss,val_acc,num_parameters,mutation_applied_yet,critic_score
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,0,1.382875,0.498460,1.062965,0.617700,620810,False,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,1,1.026677,0.633960,0.939480,0.669100,620810,False,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,2,0.901571,0.680060,0.823540,0.712700,620810,False,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,3,0.830097,0.704920,0.746243,0.741400,620810,False,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,4,0.781441,0.724380,0.758353,0.734500,620810,False,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,5,0.740453,0.740580,0.747588,0.747300,620810,False,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,6,0.700007,0.755700,0.671999,0.769400,620810,False,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,7,0.679748,0.761040,0.656383,0.770600,620810,False,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,8,0.654921,0.770100,0.615029,0.785300,620810,False,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,9,0.630566,0.782000,0.595997,0.796800,620810,False,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,10,0.629969,0.781540,0.620838,0.787300,770410,True,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,11,0.605127,0.788020,0.602859,0.788900,770410,True,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,12,0.585445,0.795200,0.591569,0.795600,770410,True,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,13,0.568747,0.799760,0.593491,0.799100,770410,True,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,14,0.559734,0.804120,0.593978,0.798900,770410,True,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,15,0.552339,0.806580,0.562702,0.806800,770410,True,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,16,0.535158,0.811920,0.548772,0.813900,770410,True,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,17,0.529952,0.816200,0.527936,0.817100,770410,True,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,18,0.525635,0.817460,0.544893,0.811200,770410,True,
20260404T175826Z,cgse_evolution_tier1b_schedule_seed42,19,0.513473,0.821120,0.572817,0.802200,770410,True,
